지점,일시,풍향(deg),풍속(KT),순간풍속(KT),시정(m),일기현상,전운량(1/8),1층 운량(1/8),2층 운량(1/8),3층 운량(1/8),4층 운량(1/8),1층 운형,2층 운형,3층 운형,4층 운형,1층 운고(FT),2층 운고(FT),3층 운고(FT),4층 운고(FT),기온(°C),이슬점온도(°C),해면기압(hPa),현지기압(hPa),강수량(mm)
182,2019-03-03 13:00,70,12,,10000,,8,5.0,8.0,,,6.0,4.0,,,4000.0,10000.0,,,12.7,7.9,1011.2,1008.0,
182,2019-03-03 14:00,80,13,,10000,,8,5.0,8.0,,,6.0,4.0,,,3000.0,10000.0,,,12.1,7.4,1010.1,1006.9,
182,2019-03-03 15:00,90,11,,10000,,8,5.0,8.0,,,6.0,4.0,,,3000.0,10000.0,,,12.3,7.5,1010.1,1006.9,
182,2019-03-03 16:00,110,9,,10000,,8,5.0,8.0,,,6.0,4.0,,,2500.0,10000.0,,,12.3,7.6,1009.6,1006.4,
182,2019-03-03 17:00,110,5,,8000,61.0,8,5.0,8.0,,,6.0,4.0,,,2500.0,8000.0,,,12.0,8.5,1009.7,1006.5,0.0
182,2019-03-03 18:00,120,5,,5000,61.0,8,5.0,8.0,,,6.0,5.0,,,2500.0,8000.0,,,11.4,9.1,1010.2,1007.0,2.0
182,2019-03-03 19:00,110,6,,5000,61.0,8,5.0,8.0,,,6.0,5.0,,,2500.0,8000.0,,,11.0,9.3,1010.5,1007.3,1.5
182,2019-03-03 20:00,60,10,,6000,61.0,8,5.0,8.0,,,6.0,5.0,,,2500.0,8000.0,,,11.1,8.8,1010.5,1007.3,2.5
182,2019-03-03 21:00,20,11,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,10.8,8.6,1011.2,1008.0,1.0
182,2019-03-03 22:00,30,10,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1300.0,3000.0,8000.0,,10.2,7.6,1011.2,1008.0,0.0
182,2019-03-03 23:00,40,10,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1500.0,2500.0,8000.0,,10.2,6.4,1011.1,1007.9,0.0
182,2019-03-04 00:00,60,9,,10000,,8,5.0,8.0,,,6.0,5.0,,,3000.0,8000.0,,,10.4,6.4,1010.5,1007.3,0.0
182,2019-03-04 01:00,70,8,,10000,,8,5.0,8.0,,,6.0,5.0,,,2500.0,8000.0,,,10.1,6.2,1010.4,1007.2,
182,2019-03-04 02:00,80,7,,8000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.7,6.8,1010.5,1007.3,0.5
182,2019-03-04 03:00,20,10,,6000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.2,5.3,1010.6,1007.4,0.5
182,2019-03-04 04:00,20,8,,6000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1500.0,2500.0,8000.0,,9.1,4.1,1010.8,1007.6,0.5
182,2019-03-04 05:00,350,8,,5000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1500.0,2500.0,8000.0,,8.7,6.0,1011.3,1008.0,0.5
182,2019-03-04 06:00,360,11,,5000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1500.0,2500.0,8000.0,,8.6,5.2,1012.2,1008.9,0.0
182,2019-03-04 07:00,360,11,,5000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1500.0,3000.0,8000.0,,8.7,4.5,1013.1,1009.8,0.0
182,2019-03-04 08:00,10,8,,5000,61.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1500.0,3000.0,8000.0,,8.6,4.3,1013.8,1010.5,0.5
182,2019-03-04 09:00,350,5,,4000,60.0,8,2.0,6.0,8.0,,7.0,6.0,5.0,,1500.0,3000.0,8000.0,,8.9,4.1,1014.5,1011.2,0.0
182,2019-03-04 10:00,310,5,,3300,10.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,3000.0,10000.0,,9.6,5.2,1015.3,1012.0,0.5
182,2019-03-04 11:00,330,10,,2000,10.0,8,3.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,10000.0,,9.4,5.2,1015.8,1012.5,
182,2019-03-04 12:00,330,9,,2500,10.0,7,2.0,5.0,7.0,,7.0,6.0,3.0,,1000.0,2500.0,10000.0,,10.5,5.0,1016.0,1012.7,
182,2019-03-04 13:00,320,10,,3000,10.0,6,2.0,4.0,6.0,,7.0,6.0,0.0,,1000.0,2500.0,18000.0,,10.6,5.4,1015.6,1012.4,
182,2019-03-04 14:00,290,6,,3500,10.0,6,2.0,4.0,6.0,,7.0,6.0,0.0,,1000.0,2500.0,18000.0,,10.2,5.3,1016.0,1012.7,
182,2019-03-04 15:00,290,6,,3500,10.0,5,3.0,5.0,,,6.0,0.0,,,2500.0,18000.0,,,10.7,5.6,1016.3,1013.1,
182,2019-03-04 16:00,290,6,,3000,5.0,5,3.0,5.0,,,6.0,0.0,,,3000.0,18000.0,,,10.7,4.8,1016.5,1013.3,
182,2019-03-04 17:00,300,4,,3000,5.0,4,2.0,4.0,,,6.0,0.0,,,2500.0,18000.0,,,10.7,4.4,1017.1,1013.9,
182,2019-03-04 18:00,320,6,,3500,5.0,4,2.0,4.0,,,6.0,0.0,,,2500.0,18000.0,,,10.5,3.7,1017.8,1014.5,
182,2019-03-04 19:00,250,5,,3300,10.0,2,2.0,,,,6.0,,,,2500.0,,,,8.1,3.7,1019.0,1015.7,
182,2019-03-04 20:00,220,6,,3000,10.0,2,2.0,,,,6.0,,,,2500.0,,,,7.3,3.6,1019.7,1016.4,
182,2019-03-04 21:00,220,7,,3000,10.0,2,2.0,,,,6.0,,,,2500.0,,,,6.7,3.9,1020.6,1017.3,
182,2019-03-04 22:00,240,6,,2500,10.0,2,2.0,,,,6.0,,,,2500.0,,,,5.9,3.0,1021.1,1017.8,
182,2019-03-04 23:00,240,6,,2500,10.0,2,2.0,,,,6.0,,,,2500.0,,,,5.5,2.8,1021.2,1017.9,
182,2019-03-05 00:00,190,4,,3000,10.0,2,2.0,,,,6.0,,,,2500.0,,,,6.5,2.3,1021.4,1018.1,
182,2019-03-05 01:00,170,1,,3500,10.0,2,2.0,,,,6.0,,,,2500.0,,,,6.4,0.0,1021.9,1018.6,
182,2019-03-05 02:00,160,4,,3500,10.0,2,2.0,,,,6.0,,,,2500.0,,,,5.8,0.4,1021.9,1018.6,
182,2019-03-05 03:00,160,5,,3500,10.0,2,2.0,,,,6.0,,,,2500.0,,,,5.3,-0.3,1021.6,1018.3,
182,2019-03-05 04:00,130,4,,5000,10.0,2,2.0,,,,6.0,,,,2500.0,,,,5.7,-1.5,1021.5,1018.2,
182,2019-03-05 05:00,160,5,,5000,10.0,2,2.0,,,,6.0,,,,2500.0,,,,6.1,-0.6,1021.3,1018.0,
182,2019-03-05 06:00,160,6,,5000,10.0,0,,,,,,,,,,,,,6.1,-2.5,1021.4,1018.1,
182,2019-03-05 07:00,170,7,,5000,10.0,2,2.0,,,,6.0,,,,2500.0,,,,5.8,-2.2,1021.7,1018.4,
182,2019-03-05 08:00,150,6,,6000,5.0,0,,,,,,,,,,,,,7.9,-2.3,1021.5,1018.2,
182,2019-03-05 09:00,150,4,,5000,5.0,0,,,,,,,,,,,,,11.0,-2.2,1022.3,1019.0,
182,2019-03-05 10:00,100,8,,5000,5.0,0,,,,,,,,,,,,,12.1,-0.2,1021.8,1018.6,
182,2019-03-05 11:00,50,6,,4000,5.0,4,4.0,,,,0.0,,,,20000.0,,,,12.3,1.1,1021.8,1018.6,
182,2019-03-05 12:00,40,6,,4000,5.0,6,6.0,,,,0.0,,,,18000.0,,,,12.4,2.6,1021.2,1018.0,
182,2019-03-05 13:00,40,6,,3500,5.0,7,1.0,7.0,,,6.0,0.0,,,2500.0,18000.0,,,12.1,4.2,1021.1,1017.9,
182,2019-03-05 14:00,30,5,,3000,5.0,7,1.0,7.0,,,6.0,3.0,,,2500.0,15000.0,,,11.8,5.3,1020.7,1017.5,
182,2019-03-05 15:00,20,3,,3000,5.0,7,2.0,7.0,,,6.0,3.0,,,2500.0,15000.0,,,12.1,5.3,1020.5,1017.3,
182,2019-03-05 16:00,20,3,,3000,5.0,8,2.0,8.0,,,6.0,4.0,,,2500.0,12000.0,,,12.0,5.6,1020.5,1017.3,
182,2019-03-05 17:00,80,5,,3000,5.0,8,2.0,8.0,,,6.0,4.0,,,2500.0,12000.0,,,11.9,5.4,1019.8,1016.6,
182,2019-03-05 18:00,70,5,,3000,5.0,8,1.0,8.0,,,6.0,4.0,,,2500.0,11000.0,,,11.3,5.4,1020.1,1016.8,
182,2019-03-05 19:00,120,6,,2800,60.0,8,2.0,8.0,,,6.0,5.0,,,2500.0,8000.0,,,11.7,5.9,1020.0,1016.8,0.0
182,2019-03-05 20:00,40,2,,2500,61.0,8,2.0,8.0,,,6.0,5.0,,,2500.0,8000.0,,,10.6,7.0,1020.5,1017.2,0.0
182,2019-03-05 21:00,110,6,,2500,61.0,8,2.0,8.0,,,6.0,5.0,,,2500.0,8000.0,,,11.3,6.9,1020.2,1016.9,0.0
182,2019-03-05 22:00,100,9,,2500,10.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,10.6,6.9,1020.0,1016.7,0.0
182,2019-03-05 23:00,120,5,,3500,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,11.1,6.1,1020.2,1016.9,0.0
182,2019-03-06 00:00,50,6,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,10.8,7.1,1019.3,1016.0,0.0
182,2019-03-06 01:00,160,3,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.7,7.0,1018.9,1015.6,0.5
182,2019-03-06 02:00,130,5,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,10.4,7.2,1018.3,1015.0,0.0
182,2019-03-06 03:00,100,5,,5000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.7,7.4,1018.0,1014.7,0.0
182,2019-03-06 04:00,130,7,,5000,60.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,8000.0,,9.8,6.9,1016.8,1013.5,0.0
182,2019-03-06 05:00,120,7,,4000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.6,6.8,1016.5,1013.2,1.0
182,2019-03-06 06:00,100,7,,5000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.5,7.4,1016.8,1013.5,2.0
182,2019-03-06 07:00,70,11,,7000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.9,7.1,1016.8,1013.5,2.0
182,2019-03-06 08:00,70,11,,7000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.8,7.8,1017.1,1013.8,1.5
182,2019-03-06 09:00,110,7,,7000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,2500.0,8000.0,,9.4,7.9,1017.2,1013.9,2.0
182,2019-03-06 10:00,90,11,,8000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1500.0,2500.0,8000.0,,9.8,7.3,1017.0,1013.7,1.0
182,2019-03-06 11:00,60,13,,10000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1500.0,2500.0,8000.0,,10.0,7.2,1016.7,1013.4,0.5
182,2019-03-06 12:00,60,11,,10000,21.0,8,2.0,5.0,8.0,,6.0,6.0,5.0,,2500.0,3500.0,8000.0,,10.2,6.3,1016.2,1012.9,0.0
182,2019-03-06 13:00,60,10,,10000,,6,3.0,5.0,6.0,,6.0,3.0,0.0,,2500.0,10000.0,20000.0,,11.1,7.3,1014.8,1011.6,
182,2019-03-06 14:00,50,9,,10000,,5,3.0,5.0,,,6.0,0.0,,,3000.0,20000.0,,,11.7,6.8,1014.1,1010.9,
182,2019-03-06 15:00,40,7,,10000,,2,2.0,,,,6.0,,,,2500.0,,,,12.0,6.7,1014.3,1011.1,
182,2019-03-06 16:00,360,6,,10000,,1,1.0,,,,6.0,,,,2000.0,,,,11.9,6.6,1014.5,1011.3,
182,2019-03-06 17:00,320,6,,10000,,2,2.0,,,,6.0,,,,2000.0,,,,11.1,6.9,1014.7,1011.5,
182,2019-03-06 18:00,320,11,,10000,,2,2.0,,,,6.0,,,,2000.0,,,,10.5,5.7,1014.9,1011.7,
182,2019-03-06 19:00,320,10,,5000,5.0,2,2.0,,,,3.0,,,,7000.0,,,,10.2,4.6,1015.4,1012.1,
182,2019-03-06 20:00,330,13,,3000,5.0,2,2.0,,,,3.0,,,,7000.0,,,,9.6,3.8,1016.0,1012.7,
182,2019-03-06 21:00,330,14,,3000,5.0,2,2.0,,,,3.0,,,,7000.0,,,,9.6,2.5,1016.3,1013.0,
182,2019-03-06 22:00,310,7,,2500,5.0,2,2.0,,,,6.0,,,,3000.0,,,,9.0,4.1,1017.8,1014.5,
182,2019-03-06 23:00,320,11,,2500,10.0,4,2.0,4.0,,,7.0,6.0,,,1000.0,2500.0,,,8.4,5.7,1018.0,1014.7,
182,2019-03-07 00:00,320,14,,2500,10.0,4,2.0,4.0,,,7.0,6.0,,,1000.0,2500.0,,,7.9,5.5,1018.0,1014.7,
182,2019-03-07 01:00,330,13,,3000,10.0,4,2.0,4.0,,,7.0,6.0,,,1000.0,2500.0,,,6.9,4.3,1018.4,1015.1,
182,2019-03-07 02:00,320,13,,3000,10.0,4,2.0,4.0,,,7.0,6.0,,,1200.0,2500.0,,,7.4,4.3,1018.4,1015.1,
182,2019-03-07 03:00,330,16,,3000,10.0,4,2.0,4.0,,,7.0,6.0,,,1200.0,2500.0,,,7.3,3.6,1018.4,1015.1,
182,2019-03-07 04:00,330,16,28.0,3500,10.0,4,2.0,4.0,,,7.0,6.0,,,1200.0,2500.0,,,7.6,3.4,1018.1,1014.8,
182,2019-03-07 05:00,330,18,29.0,4000,10.0,4,2.0,4.0,,,7.0,6.0,,,1200.0,2500.0,,,7.6,3.5,1018.2,1014.9,
182,2019-03-07 06:00,330,15,,5000,10.0,4,4.0,,,,6.0,,,,2500.0,,,,7.5,3.2,1019.0,1015.7,
182,2019-03-07 07:00,330,15,,10000,,3,3.0,,,,6.0,,,,3000.0,,,,7.3,2.5,1019.4,1016.1,
182,2019-03-07 08:00,340,14,,10000,,3,3.0,,,,6.0,,,,3000.0,,,,7.2,2.7,1020.2,1016.9,
182,2019-03-07 09:00,330,15,,10000,,3,3.0,,,,6.0,,,,2000.0,,,,7.4,2.8,1021.5,1018.2,
182,2019-03-07 10:00,330,16,,10000,,3,3.0,,,,6.0,,,,2000.0,,,,7.7,2.9,1022.1,1018.8,
182,2019-03-07 11:00,320,14,,10000,,3,3.0,,,,6.0,,,,2000.0,,,,7.9,3.3,1022.2,1018.9,
182,2019-03-07 12:00,330,13,,10000,,4,4.0,,,,6.0,,,,2500.0,,,,8.3,2.3,1022.5,1019.2,
182,2019-03-07 13:00,330,13,,10000,,4,4.0,,,,6.0,,,,2500.0,,,,8.2,2.9,1022.6,1019.3,
182,2019-03-07 14:00,320,9,,10000,,4,4.0,,,,6.0,,,,2500.0,,,,8.1,2.2,1022.6,1019.3,
182,2019-03-07 15:00,300,6,,10000,,3,3.0,,,,6.0,,,,2500.0,,,,8.6,2.0,1022.6,1019.3,
182,2019-03-07 16:00,330,9,,10000,,2,2.0,,,,6.0,,,,2500.0,,,,8.1,0.7,1022.6,1019.3,
182,2019-03-07 17:00,330,7,,10000,,2,2.0,,,,6.0,,,,2500.0,,,,8.1,2.3,1022.7,1019.4,
182,2019-03-07 18:00,310,6,,10000,,1,1.0,,,,6.0,,,,2500.0,,,,7.7,3.0,1022.7,1019.4,
182,2019-03-07 19:00,310,5,,10000,,4,4.0,,,,6.0,,,,2000.0,,,,7.0,2.6,1023.3,1020.0,
182,2019-03-07 20:00,300,5,,10000,,4,4.0,,,,6.0,,,,2000.0,,,,7.3,3.4,1024.0,1020.7,
182,2019-03-07 21:00,330,6,,10000,,6,6.0,,,,6.0,,,,2000.0,,,,7.2,3.6,1024.8,1021.5,
182,2019-03-07 22:00,340,5,,10000,,6,6.0,,,,6.0,,,,2000.0,,,,7.1,3.5,1024.9,1021.6,
182,2019-03-07 23:00,320,2,,10000,,6,6.0,,,,6.0,,,,2000.0,,,,7.1,2.7,1025.0,1021.7,
182,2019-03-08 00:00,220,3,,10000,,5,5.0,,,,6.0,,,,2000.0,,,,4.9,2.2,1025.0,1021.7,
182,2019-03-08 01:00,190,4,,10000,,1,1.0,,,,6.0,,,,2000.0,,,,4.2,1.3,1025.0,1021.7,
182,2019-03-08 02:00,180,4,,10000,,0,,,,,,,,,,,,,4.4,0.4,1025.1,1021.8,
182,2019-03-08 03:00,190,5,,10000,,0,,,,,,,,,,,,,4.0,-0.1,1024.9,1021.6,
182,2019-03-08 04:00,190,4,,10000,,0,,,,,,,,,,,,,3.8,-0.2,1024.7,1021.4,
182,2019-03-08 05:00,170,4,,10000,,0,,,,,,,,,,,,,3.4,0.1,1024.8,1021.5,
182,2019-03-08 06:00,170,4,,10000,,0,,,,,,,,,,,,,3.3,0.7,1025.5,1022.1,
182,2019-03-08 07:00,170,5,,10000,,0,,,,,,,,,,,,,2.8,0.6,1025.8,1022.4,
182,2019-03-08 08:00,170,3,,10000,,0,,,,,,,,,,,,,4.9,1.7,1026.3,1023.0,
182,2019-03-08 09:00,290,2,,10000,,0,,,,,,,,,,,,,7.5,1.8,1027.0,1023.7,
182,2019-03-08 10:00,360,4,,10000,,1,1.0,,,,0.0,,,,20000.0,,,,8.3,2.8,1027.2,1023.9,
182,2019-03-08 11:00,20,5,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,8.4,2.2,1027.2,1023.9,
182,2019-03-08 12:00,10,5,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,9.4,2.7,1026.8,1023.5,
182,2019-03-08 13:00,10,4,,10000,,1,1.0,,,,0.0,,,,20000.0,,,,9.7,2.6,1026.1,1022.8,
182,2019-03-08 14:00,320,5,,10000,,0,,,,,,,,,,,,,9.9,2.9,1025.2,1021.9,
182,2019-03-08 15:00,320,5,,10000,,1,1.0,,,,0.0,,,,20000.0,,,,10.4,2.6,1025.1,1021.8,
182,2019-03-08 16:00,320,4,,10000,,0,,,,,,,,,,,,,10.3,2.3,1025.1,1021.8,
182,2019-03-08 17:00,300,4,,10000,,0,,,,,,,,,,,,,10.4,2.9,1025.2,1021.9,
182,2019-03-08 18:00,360,2,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,9.9,3.0,1025.3,1022.0,
182,2019-03-08 19:00,40,2,,10000,,2,2.0,,,,0.0,,,,20000.0,,,,8.9,2.6,1025.4,1022.1,
182,2019-03-08 20:00,210,5,,10000,,3,3.0,,,,0.0,,,,20000.0,,,,8.1,3.2,1025.8,1022.5,
182,2019-03-08 21:00,170,4,,10000,,5,5.0,,,,0.0,,,,20000.0,,,,8.5,2.5,1026.0,1022.7,
182,2019-03-08 22:00,150,3,,10000,,5,5.0,,,,0.0,,,,20000.0,,,,7.7,2.7,1026.0,1022.7,
182,2019-03-08 23:00,170,3,,10000,,6,6.0,,,,0.0,,,,20000.0,,,,7.2,2.2,1025.8,1022.5,
182,2019-03-09 00:00,150,5,,10000,,6,6.0,,,,0.0,,,,20000.0,,,,6.8,0.6,1025.4,1022.1,
182,2019-03-09 01:00,190,4,,10000,,6,6.0,,,,0.0,,,,20000.0,,,,6.2,0.6,1025.4,1022.1,
182,2019-03-09 02:00,170,5,,10000,,6,6.0,,,,0.0,,,,20000.0,,,,6.9,1.3,1024.6,1021.3,
182,2019-03-09 03:00,180,6,,10000,,6,6.0,,,,0.0,,,,18000.0,,,,6.1,2.6,1023.9,1020.6,
182,2019-03-09 04:00,170,5,,10000,,7,7.0,,,,0.0,,,,18000.0,,,,6.1,2.2,1023.3,1020.0,
182,2019-03-09 05:00,170,4,,10000,,6,6.0,,,,0.0,,,,18000.0,,,,6.2,-0.7,1023.1,1019.8,
182,2019-03-09 06:00,170,4,,10000,,6,6.0,,,,0.0,,,,16000.0,,,,5.6,-1.5,1022.6,1019.3,
182,2019-03-09 07:00,130,3,,10000,,6,6.0,,,,0.0,,,,16000.0,,,,6.0,-0.5,1022.5,1019.2,
182,2019-03-09 08:00,170,4,,10000,,7,7.0,,,,0.0,,,,16000.0,,,,8.0,-1.5,1022.7,1019.4,
182,2019-03-09 09:00,220,2,,10000,,7,7.0,,,,0.0,,,,16000.0,,,,10.4,-1.0,1023.1,1019.8,
182,2019-03-09 10:00,250,4,,10000,,7,7.0,,,,0.0,,,,16000.0,,,,12.1,2.7,1023.0,1019.7,
182,2019-03-09 11:00,290,3,,10000,,7,7.0,,,,3.0,,,,15000.0,,,,14.0,3.0,1022.7,1019.5,
182,2019-03-09 12:00,320,4,,10000,,7,7.0,,,,3.0,,,,15000.0,,,,13.9,4.0,1021.6,1018.4,
182,2019-03-09 13:00,20,4,,10000,,8,3.0,8.0,,,6.0,4.0,,,3000.0,12000.0,,,14.2,0.7,1020.3,1017.1,
182,2019-03-09 14:00,270,4,,10000,,8,5.0,8.0,,,6.0,4.0,,,3000.0,9000.0,,,15.1,4.5,1018.7,1015.5,
182,2019-03-09 15:00,300,6,,10000,,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,6000.0,,14.6,5.5,1018.3,1015.1,
182,2019-03-09 16:00,200,5,,10000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,6000.0,,13.6,4.9,1018.6,1015.4,0.0
182,2019-03-09 17:00,140,5,,9000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,7000.0,,11.8,7.5,1018.1,1014.9,1.5
182,2019-03-09 18:00,70,12,,10000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,11.9,8.8,1017.1,1013.9,0.5
182,2019-03-09 19:00,90,18,,9000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,7000.0,,11.8,9.6,1016.7,1013.5,0.0
182,2019-03-09 20:00,70,15,,8000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,1000.0,3000.0,8000.0,,11.6,9.7,1016.7,1013.5,1.0
182,2019-03-09 21:00,80,17,,8000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,8000.0,,11.7,9.9,1015.4,1012.2,0.0
182,2019-03-09 22:00,80,20,,7000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,8000.0,,12.3,10.6,1014.1,1010.9,0.5
182,2019-03-09 23:00,100,18,,8000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,8000.0,,12.4,10.2,1014.5,1011.3,1.0
182,2019-03-10 00:00,70,16,,8000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,8000.0,,12.4,11.0,1013.4,1010.2,0.0
182,2019-03-10 01:00,80,15,,8000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,8000.0,,12.7,11.2,1012.7,1009.5,0.5
182,2019-03-10 02:00,90,25,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1500.0,3000.0,8000.0,,12.3,10.6,1010.8,1007.6,0.0
182,2019-03-10 03:00,90,22,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,8000.0,,12.0,10.5,1010.8,1007.6,0.0
182,2019-03-10 04:00,90,23,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1200.0,2500.0,8000.0,,11.9,10.7,1009.9,1006.7,0.5
182,2019-03-10 05:00,80,19,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1500.0,2500.0,8000.0,,12.2,11.0,1009.9,1006.7,0.0
182,2019-03-10 06:00,90,19,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,1000.0,2500.0,8000.0,,12.3,11.2,1010.2,1007.0,0.0
182,2019-03-10 07:00,90,19,,6000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,700.0,2500.0,8000.0,,12.1,11.0,1009.8,1006.6,0.0
182,2019-03-10 08:00,90,19,32.0,5000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,500.0,2500.0,8000.0,,11.9,10.8,1009.7,1006.5,0.5
182,2019-03-10 09:00,90,24,,2500,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,500.0,2500.0,8000.0,,11.7,10.5,1010.2,1007.0,0.5
182,2019-03-10 10:00,80,21,,2000,61.0,8,2.0,5.0,8.0,,7.0,6.0,4.0,,500.0,2500.0,8000.0,,11.5,10.5,1010.4,1007.2,1.5
182,2019-03-10 11:00,70,20,,800,61.0,8,2.0,5.0,8.0,,7.0,7.0,5.0,,500.0,1000.0,6000.0,,10.6,9.7,1010.3,1007.1,2.0
182,2019-03-10 12:00,60,15,,1000,61.0,8,2.0,5.0,8.0,,7.0,7.0,5.0,,500.0,1000.0,6000.0,,10.1,9.2,1010.9,1007.7,1.0
182,2019-03-10 13:00,50,12,,4000,63.0,8,2.0,5.0,8.0,,7.0,7.0,5.0,,500.0,1000.0,6000.0,,9.9,9.1,1010.9,1007.7,2.5
182,2019-03-10 14:00,30,10,,9000,63.0,8,2.0,5.0,8.0,,7.0,7.0,5.0,,500.0,1000.0,6000.0,,9.6,8.6,1010.7,1007.5,3.0
182,2019-03-10 15:00,50,9,,10000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,800.0,2000.0,6000.0,,9.9,8.7,1010.0,1006.8,1.0
182,2019-03-10 16:00,60,7,,10000,61.0,8,2.0,5.0,8.0,,7.0,6.0,5.0,,800.0,2000.0,6000.0,,10.0,8.7,1009.5,1006.3,0.0
182,2019-03-10 17:00,20,6,,10000,21.0,7,2.0,7.0,,,7.0,3.0,,,1000.0,7000.0,,,10.4,8.7,1009.9,1006.7,0.0
182,2019-03-10 18:00,330,11,,10000,,7,2.0,7.0,,,7.0,3.0,,,1000.0,7000.0,,,10.0,8.4,1010.6,1007.4,
182,2019-03-10 19:00,330,6,,10000,,7,2.0,7.0,,,6.0,3.0,,,2500.0,10000.0,,,9.8,7.8,1010.9,1007.7,
182,2019-03-10 20:00,330,7,,10000,,4,4.0,,,,6.0,,,,3500.0,,,,10.1,7.8,1011.5,1008.3,
182,2019-03-10 21:00,330,6,,10000,,3,3.0,,,,6.0,,,,2500.0,,,,9.5,6.9,1012.9,1009.6,
182,2019-03-10 22:00,330,4,,10000,,3,3.0,,,,6.0,,,,2500.0,,,,9.5,5.2,1013.3,1010.0,
182,2019-03-10 23:00,330,6,,10000,,1,1.0,,,,6.0,,,,3000.0,,,,9.4,5.1,1013.7,1010.4,
182,2019-03-11 00:00,210,4,,10000,,1,1.0,,,,6.0,,,,3000.0,,,,7.2,4.2,1013.2,1009.9,
182,2019-03-11 01:00,230,5,,9000,10.0,1,1.0,,,,6.0,,,,3000.0,,,,6.1,4.3,1013.1,1009.8,
182,2019-03-11 02:00,260,6,,10000,,1,1.0,,,,6.0,,,,3000.0,,,,6.8,4.6,1014.2,1010.9,
182,2019-03-11 03:00,230,5,,10000,,1,1.0,,,,6.0,,,,3000.0,,,,6.8,2.9,1013.4,1010.1,
