ÁöÁ¡,ÀÏ½Ã,Ç³Çâ(deg),Ç³¼Ó(KT),¼ø°£Ç³¼Ó(KT),½ÃÁ¤(m),ÀÏ±âÇö»ó,Àü¿î·®(1/8),1Ãþ ¿î·®(1/8),2Ãþ ¿î·®(1/8),3Ãþ ¿î·®(1/8),4Ãþ ¿î·®(1/8),1Ãþ ¿îÇü,2Ãþ ¿îÇü,3Ãþ ¿îÇü,4Ãþ ¿îÇü,1Ãþ ¿î°í(FT),2Ãþ ¿î°í(FT),3Ãþ ¿î°í(FT),4Ãþ ¿î°í(FT),±â¿Â(¡ÆC),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇØ¸é±â¾Ð(hPa),ÇöÁö±â¾Ð(hPa),°­¼ö·®(mm)
110,2019-04-26 17:00,20,9,,10000,60,8,5,8,,,6,4,,,3000,10000,,,9.8,6.2,1014.5,1013.3,0
110,2019-04-26 18:00,50,6,,10000,21,8,5,8,,,6,4,,,4000,10000,,,9.9,6.2,1015.1,1013.9,.1
110,2019-04-26 19:00,40,4,,10000,,8,4,8,,,6,4,,,4000,10000,,,10.1,5.9,1015.6,1014.4,
110,2019-04-26 20:00,10,5,,10000,,7,3,7,,,6,3,,,4000,12000,,,9.3,4.5,1016.8,1015.6,
110,2019-04-26 21:00,10,5,,10000,,5,5,,,,3,,,,12000,,,,8.4,3.9,1018,1016.8,
110,2019-04-26 22:00,360,6,,10000,,1,1,,,,3,,,,12000,,,,7.5,3.5,1019.2,1018,
110,2019-04-26 23:00,30,6,,10000,,0,,,,,,,,,,,,,6.9,3.2,1019.6,1018.4,
110,2019-04-27 00:00,320,4,,10000,,0,,,,,,,,,,,,,5.5,2.9,1019.8,1018.6,
110,2019-04-27 01:00,330,4,,10000,,0,,,,,,,,,,,,,5.4,3.2,1020.5,1019.3,
110,2019-04-27 02:00,40,2,,10000,,0,,,,,,,,,,,,,4.7,2.9,1020.7,1019.5,
110,2019-04-27 03:00,330,1,,10000,,0,,,,,,,,,,,,,4.6,2.9,1021.2,1020,
110,2019-04-27 04:00,280,1,,10000,,0,,,,,,,,,,,,,3.7,2.8,1021.6,1020.4,
110,2019-04-27 05:00,20,1,,10000,,0,,,,,,,,,,,,,3.1,2.7,1021.3,1020.1,
110,2019-04-27 06:00,290,3,,10000,,0,,,,,,,,,,,,,2.6,2.2,1022,1020.8,
110,2019-04-27 07:00,40,1,,10000,,0,,,,,,,,,,,,,6.1,4.8,1022.7,1021.5,
110,2019-04-27 08:00,350,3,,10000,,0,,,,,,,,,,,,,9,4.6,1023.3,1022.1,
110,2019-04-27 09:00,280,3,,10000,,0,,,,,,,,,,,,,11.2,5.3,1023.8,1022.6,
110,2019-04-27 10:00,300,3,,10000,,1,1,,,,0,,,,20000,,,,12.9,3.9,1023.9,1022.7,
110,2019-04-27 11:00,310,4,,10000,,0,,,,,,,,,,,,,14.4,3.9,1023.4,1022.2,
110,2019-04-27 12:00,350,6,,10000,,0,,,,,,,,,,,,,15.8,3.9,1022.5,1021.3,
110,2019-04-27 13:00,330,7,,10000,,0,,,,,,,,,,,,,16.8,2.9,1022.3,1021.1,
110,2019-04-27 14:00,280,7,,10000,,3,1,3,,,6,0,,,3000,20000,,,17.5,4.5,1021.6,1020.4,
110,2019-04-27 15:00,290,10,,10000,,6,6,,,,0,,,,20000,,,,17.5,4,1020.4,1019.2,
110,2019-04-27 16:00,280,8,,10000,,7,7,,,,2,,,,20000,,,,16.7,4.5,1020.1,1018.9,
110,2019-04-27 17:00,290,8,,10000,,7,7,,,,2,,,,20000,,,,15.4,4.3,1019.8,1018.6,
110,2019-04-27 18:00,260,9,,10000,,7,7,,,,2,,,,20000,,,,14.1,3.5,1019.7,1018.5,
110,2019-04-27 19:00,300,5,,10000,,7,7,,,,2,,,,20000,,,,12.1,3.9,1019.8,1018.6,
110,2019-04-27 20:00,270,6,,10000,,8,8,,,,2,,,,20000,,,,11.7,4.2,1020.4,1019.2,
110,2019-04-27 21:00,310,4,,10000,,8,8,,,,2,,,,18000,,,,10.7,5.2,1020.8,1019.6,
110,2019-04-27 22:00,300,4,,10000,,8,8,,,,4,,,,15000,,,,10.4,6.5,1021.4,1020.2,
110,2019-04-27 23:00,330,4,,10000,,8,8,,,,4,,,,15000,,,,10.5,6.8,1022.2,1021,
110,2019-04-28 00:00,110,1,,10000,,8,8,,,,4,,,,15000,,,,10.5,6.6,1022.2,1021,
110,2019-04-28 01:00,60,2,,10000,,7,7,,,,4,,,,11000,,,,10.7,6.6,1022,1020.8,
110,2019-04-28 02:00,210,3,,10000,,8,8,,,,4,,,,11000,,,,10.7,7.5,1021.5,1020.3,
110,2019-04-28 03:00,290,3,,10000,,8,2,8,,,6,4,,,4000,8000,,,10.2,6.7,1021.7,1020.5,
110,2019-04-28 04:00,360,2,,10000,,8,2,8,,,6,4,,,4000,8000,,,10.6,6.3,1022,1020.8,
110,2019-04-28 05:00,180,2,,10000,,8,2,8,,,6,4,,,4000,8000,,,10.2,7.2,1021.7,1020.5,
110,2019-04-28 06:00,290,4,,10000,60,8,5,8,,,6,4,,,4000,8000,,,10.4,7.1,1021.9,1020.7,0
110,2019-04-28 07:00,350,2,,10000,21,8,3,8,,,6,4,,,4000,8000,,,10.8,7.6,1022,1020.8,.1
110,2019-04-28 08:00,220,3,,10000,,8,2,8,,,6,4,,,4000,11000,,,12.3,7.4,1022.3,1021.1,
110,2019-04-28 09:00,210,2,,10000,,8,2,8,,,6,4,,,4000,8000,,,12.6,6.7,1022.9,1021.7,
110,2019-04-28 10:00,220,7,,10000,,8,2,8,,,6,4,,,4000,8000,,,13,4.7,1023.4,1022.2,
110,2019-04-28 11:00,220,6,,10000,,6,6,,,,3,,,,8000,,,,15.7,4,1022.6,1021.4,
110,2019-04-28 12:00,220,5,,10000,,4,1,4,,,6,3,,,5000,10000,,,16,3.3,1021.7,1020.5,
110,2019-04-28 13:00,240,9,,10000,,7,4,7,,,6,4,,,5000,8000,,,16.2,2.6,1021.3,1020.1,
110,2019-04-28 14:00,240,8,,10000,,6,2,6,,,6,3,,,5000,8000,,,17.6,2.6,1020.5,1019.3,
110,2019-04-28 15:00,260,6,,10000,,3,3,,,,6,,,,5000,,,,17.8,3.8,1019.7,1018.5,
110,2019-04-28 16:00,280,10,,10000,,3,3,,,,6,,,,5000,,,,16.9,2.7,1019.2,1018,
110,2019-04-28 17:00,290,10,,10000,,5,3,5,,,6,2,,,5000,20000,,,16.8,2.7,1018.9,1017.7,
110,2019-04-28 18:00,290,8,,10000,,5,2,5,,,6,2,,,5000,20000,,,15.2,3.1,1018.9,1017.7,
110,2019-04-28 19:00,280,5,,10000,,4,1,4,,,6,2,,,5000,20000,,,13.5,3.1,1019,1017.8,
110,2019-04-28 20:00,270,4,,10000,,2,2,,,,0,,,,20000,,,,12.1,3.5,1019.1,1017.9,
110,2019-04-28 21:00,300,4,,10000,,5,5,,,,0,,,,20000,,,,10.4,3.8,1019.6,1018.4,
110,2019-04-28 22:00,300,3,,10000,,5,5,,,,0,,,,20000,,,,9.4,4.5,1019.6,1018.4,
110,2019-04-28 23:00,320,3,,10000,,5,5,,,,0,,,,20000,,,,10.1,4.6,1019.7,1018.5,
110,2019-04-29 00:00,340,2,,10000,,5,5,,,,0,,,,20000,,,,8.9,4.4,1019.7,1018.5,
110,2019-04-29 01:00,330,3,,10000,,6,6,,,,0,,,,20000,,,,8.9,5,1019.6,1018.4,
110,2019-04-29 02:00,10,1,,10000,,6,6,,,,0,,,,20000,,,,8.4,5.3,1018.8,1017.6,
110,2019-04-29 03:00,330,1,,10000,,7,7,,,,0,,,,20000,,,,8.3,6.7,1018.2,1017,
110,2019-04-29 04:00,340,2,,10000,,7,7,,,,0,,,,20000,,,,7.9,5.9,1017.8,1016.6,
110,2019-04-29 05:00,320,3,,10000,,7,7,,,,0,,,,20000,,,,7.7,5.5,1017.5,1016.3,
110,2019-04-29 06:00,360,3,,10000,,7,7,,,,0,,,,20000,,,,8.1,5.2,1017.4,1016.2,
110,2019-04-29 07:00,330,2,,10000,,7,7,,,,0,,,,20000,,,,9.6,6.4,1017.7,1016.5,
110,2019-04-29 08:00,20,4,,10000,,7,7,,,,0,,,,20000,,,,12.1,5.4,1017.3,1016.1,
110,2019-04-29 09:00,20,4,,10000,,7,7,,,,2,,,,20000,,,,13.7,4.9,1016.8,1015.6,
110,2019-04-29 10:00,70,5,,10000,,7,3,7,,,3,2,,,10000,20000,,,15,4.7,1016.1,1014.9,
110,2019-04-29 11:00,120,6,,10000,,7,3,7,,,3,2,,,10000,20000,,,15.9,4.2,1015.8,1014.6,
110,2019-04-29 12:00,100,6,,10000,,8,6,8,,,3,2,,,10000,18000,,,16.2,4.4,1015.4,1014.2,
110,2019-04-29 13:00,120,4,,10000,,8,8,,,,4,,,,15000,,,,16.4,4.6,1014.5,1013.3,
110,2019-04-29 14:00,90,5,,10000,,8,8,,,,4,,,,13000,,,,16.3,4.8,1013.8,1012.6,
110,2019-04-29 15:00,40,4,,10000,,8,8,,,,4,,,,13000,,,,16.4,4.5,1013,1011.8,
110,2019-04-29 16:00,40,3,,10000,,8,8,,,,4,,,,13000,,,,16.8,4.6,1012.2,1011,
110,2019-04-29 17:00,330,5,,10000,,8,8,,,,2,,,,20000,,,,17.3,5.7,1011.5,1010.3,
110,2019-04-29 18:00,100,4,,10000,,4,4,,,,0,,,,20000,,,,17.3,4.1,1011,1009.8,
110,2019-04-29 19:00,110,3,,10000,,1,1,,,,0,,,,20000,,,,15.9,4.5,1010.9,1009.7,
110,2019-04-29 20:00,90,3,,10000,,0,,,,,,,,,,,,,15,5.1,1011.4,1010.2,
110,2019-04-29 21:00,320,3,,10000,,0,,,,,,,,,,,,,11.4,6.9,1011.9,1010.7,
110,2019-04-29 22:00,290,2,,10000,,0,,,,,,,,,,,,,10.9,6.5,1012,1010.8,
110,2019-04-29 23:00,340,2,,10000,,0,,,,,,,,,,,,,10.3,7,1011.8,1010.6,
110,2019-04-30 00:00,320,3,,10000,,2,2,,,,0,,,,20000,,,,9.5,7.2,1011.2,1010,
110,2019-04-30 01:00,270,3,,10000,,2,2,,,,0,,,,20000,,,,8.7,7.2,1011.1,1009.9,
110,2019-04-30 02:00,320,3,,10000,,2,2,,,,0,,,,20000,,,,8.6,6.9,1011.3,1010.1,
110,2019-04-30 03:00,10,1,,10000,,0,,,,,,,,,,,,,7.8,6.9,1010.8,1009.6,
110,2019-04-30 04:00,10,1,,7000,10,0,,,,,,,,,,,,,7.3,6.6,1010.3,1009.1,
110,2019-04-30 05:00,280,3,,7000,10,0,,,,,,,,,,,,,6.5,5.9,1011,1009.8,
110,2019-04-30 06:00,340,2,,7000,10,4,2,4,,,6,0,,,3000,20000,,,7.8,7.2,1010.8,1009.6,
110,2019-04-30 07:00,330,1,,7000,10,6,2,6,,,6,0,,,3000,20000,,,9.7,8.5,1011,1009.8,
110,2019-04-30 08:00,20,3,,10000,,6,6,,,,0,,,,20000,,,,12.5,7.7,1010.5,1009.3,
110,2019-04-30 09:00,60,3,,10000,,4,4,,,,0,,,,20000,,,,15.5,7.1,1009.9,1008.7,
110,2019-04-30 10:00,340,4,,10000,,2,2,,,,0,,,,20000,,,,17.5,7.7,1010,1008.9,
110,2019-04-30 11:00,330,5,,10000,,2,2,,,,0,,,,20000,,,,19.1,6.7,1009.7,1008.6,
110,2019-04-30 12:00,280,4,,10000,,2,2,,,,0,,,,20000,,,,20.2,6.9,1009.3,1008.2,
110,2019-04-30 13:00,340,3,,10000,,4,4,,,,0,,,,20000,,,,20.7,5.1,1008.4,1007.3,
110,2019-04-30 14:00,290,6,,10000,,2,2,,,,0,,,,20000,,,,21.7,8,1007.7,1006.6,
110,2019-04-30 15:00,280,10,,10000,,2,2,,,,0,,,,20000,,,,21.6,7.6,1007.7,1006.6,
110,2019-04-30 16:00,270,11,,10000,,2,2,,,,0,,,,20000,,,,20.7,6.6,1007.2,1006.1,
110,2019-04-30 17:00,280,9,,10000,,2,2,,,,0,,,,20000,,,,19.3,6.5,1006.9,1005.8,
110,2019-04-30 18:00,280,11,,10000,,2,2,,,,0,,,,20000,,,,16.8,6.6,1007.2,1006.1,
110,2019-04-30 19:00,270,7,,10000,,3,3,,,,0,,,,20000,,,,15.2,7,1007.8,1006.6,
110,2019-04-30 20:00,280,4,,10000,,3,3,,,,0,,,,20000,,,,13.9,6.4,1008.1,1006.9,
110,2019-04-30 21:00,280,3,,10000,,3,3,,,,0,,,,20000,,,,13.2,6.5,1008.4,1007.2,
110,2019-04-30 22:00,330,4,,10000,,4,4,,,,3,,,,15000,,,,12.4,5.8,1008.8,1007.6,
110,2019-04-30 23:00,190,1,,10000,,5,5,,,,3,,,,15000,,,,11.1,5.9,1008.6,1007.4,
110,2019-05-01 00:00,330,2,,10000,,5,5,,,,3,,,,15000,,,,11.4,6.4,1008.4,1007.2,
110,2019-05-01 01:00,270,2,,10000,,4,4,,,,3,,,,15000,,,,10.1,6.9,1008.2,1007,
110,2019-05-01 02:00,0,0,,10000,,4,2,4,,,6,3,,,5000,15000,,,10.8,7.1,1007.6,1006.4,
110,2019-05-01 03:00,290,3,,10000,,3,3,,,,6,,,,5000,,,,10.5,7.1,1007.6,1006.4,
182,2019-01-01 01:00,340,7,,10000,,7,7,,,,6,,,,3000,,,,5,-1.6,1035,1031.6,
182,2019-01-01 02:00,310,9,,10000,,7,7,,,,6,,,,3000,,,,5.4,-2,1035.2,1031.8,
182,2019-01-01 03:00,310,12,,10000,,7,7,,,,6,,,,3500,,,,5.4,-3.1,1035.8,1032.4,
182,2019-01-01 04:00,310,12,,10000,,7,7,,,,6,,,,3000,,,,5.7,-.9,1035.1,1031.7,
182,2019-01-01 05:00,320,13,,10000,,7,7,,,,6,,,,3500,,,,5.4,-2.4,1034.2,1030.8,
182,2019-01-01 06:00,330,10,,10000,,7,7,,,,6,,,,3500,,,,5.4,-2,1034.1,1030.7,
182,2019-01-01 07:00,330,11,,10000,,7,7,,,,6,,,,3500,,,,5.2,-2.3,1034.7,1031.3,
182,2019-01-01 08:00,320,11,,10000,,7,7,,,,6,,,,3000,,,,5.4,-1.6,1035.2,1031.8,
182,2019-01-01 09:00,310,10,,10000,,7,7,,,,6,,,,3000,,,,5.3,-1.6,1035.5,1032.1,
182,2019-01-01 10:00,300,10,,10000,,7,7,,,,6,,,,3000,,,,5.5,-1.7,1035.5,1032.1,
182,2019-01-01 11:00,300,12,,10000,26,7,1,7,,,8,6,,,1500,3000,,,5.2,-1.8,1035.1,1031.7,0
182,2019-01-01 12:00,310,13,,10000,,7,2,7,,,6,6,,,2000,3500,,,5.7,-1.4,1034.2,1030.8,
182,2019-01-01 13:00,300,14,,10000,,7,7,,,,6,,,,3000,,,,6,-.7,1033.2,1029.9,
182,2019-01-01 14:00,310,13,24,10000,,7,7,,,,6,,,,3000,,,,5.9,-1.1,1033,1029.7,
182,2019-01-01 15:00,320,16,29,10000,,7,7,,,,6,,,,3000,,,,5.5,-1.6,1033.2,1029.8,
182,2019-01-01 16:00,310,14,,10000,,7,7,,,,6,,,,3000,,,,5.9,-4.8,1033.5,1030.2,
182,2019-01-01 17:00,330,15,,10000,,7,7,,,,6,,,,3000,,,,5.4,-2.1,1034.1,1030.7,
182,2019-01-01 18:00,320,14,25,10000,,7,7,,,,6,,,,3000,,,,5,-1.9,1034.4,1031,
182,2019-01-01 19:00,330,14,,10000,,7,7,,,,6,,,,3000,,,,5.1,-2.7,1034.8,1031.4,
182,2019-01-01 20:00,340,15,,10000,,7,7,,,,6,,,,3500,,,,4.7,-4.4,1034.7,1031.3,
182,2019-01-01 21:00,350,12,,10000,,7,7,,,,6,,,,3500,,,,4.5,-3.1,1034.6,1031.2,
182,2019-01-01 22:00,340,11,,10000,,7,7,,,,6,,,,3500,,,,4.9,-3.3,1034.7,1031.3,
182,2019-01-01 23:00,330,13,,10000,,7,7,,,,6,,,,3500,,,,4.7,-3,1034.5,1031.1,
182,2019-01-02 00:00,350,11,,10000,,7,7,,,,6,,,,3500,,,,4.7,-2.5,1035,1031.6,
182,2019-01-02 01:00,340,11,,10000,,7,7,,,,6,,,,3500,,,,4.6,-3.9,1034.9,1031.5,
182,2019-01-02 02:00,350,10,,10000,,7,7,,,,6,,,,3500,,,,4.6,-3.1,1035.4,1032,
182,2019-01-02 03:00,340,12,,10000,,7,7,,,,6,,,,3500,,,,4.7,-3.6,1035.3,1031.9,
182,2019-01-02 04:00,350,10,,10000,,7,7,,,,6,,,,3500,,,,4.5,-4.2,1035,1031.6,
182,2019-01-02 05:00,350,9,,10000,,7,7,,,,6,,,,3500,,,,4.3,-4.5,1034.6,1031.2,
182,2019-01-02 06:00,330,10,,10000,,7,7,,,,6,,,,3500,,,,4.5,-4,1034.7,1031.3,
182,2019-01-02 07:00,360,8,,10000,,7,7,,,,6,,,,3500,,,,4.4,-3.7,1035,1031.6,
182,2019-01-02 08:00,360,7,,10000,,7,7,,,,6,,,,3500,,,,4.7,-3.5,1035.5,1032.1,
182,2019-01-02 09:00,360,7,19,10000,,7,7,,,,6,,,,3500,,,,4.7,-2.9,1035.9,1032.5,
182,2019-01-02 10:00,360,8,,10000,,7,7,,,,6,,,,3500,,,,4.8,-2,1036.1,1032.7,
182,2019-01-02 11:00,350,7,,10000,,7,7,,,,6,,,,3500,,,,4.7,-1.1,1035.6,1032.2,
182,2019-01-02 12:00,330,8,,10000,,7,7,,,,6,,,,3500,,,,5.1,-2.1,1034.6,1031.2,
182,2019-01-02 13:00,340,6,,10000,,7,7,,,,6,,,,3500,,,,5.5,-1.1,1033.5,1030.1,
182,2019-01-02 14:00,350,6,,10000,,7,7,,,,6,,,,3500,,,,5.5,-1.2,1032.4,1029.1,
182,2019-01-02 15:00,340,10,,10000,,7,7,,,,6,,,,3500,,,,5.4,-1.8,1033,1029.6,
182,2019-01-02 16:00,340,11,,10000,,7,7,,,,6,,,,3500,,,,5.3,-2.6,1033.5,1030.1,
182,2019-01-02 17:00,340,9,,10000,,7,7,,,,6,,,,3500,,,,5.3,-2.7,1033.6,1030.2,
182,2019-01-02 18:00,340,9,,10000,,7,7,,,,6,,,,3500,,,,5.1,-2.8,1034.2,1030.8,
182,2019-01-02 19:00,350,6,,10000,,7,7,,,,6,,,,3500,,,,4.9,-2.8,1034.4,1031,
182,2019-01-02 20:00,340,6,,10000,,7,7,,,,6,,,,3500,,,,4.7,-2.4,1034.3,1030.9,
182,2019-01-02 21:00,350,7,,10000,,7,7,,,,6,,,,3500,,,,4.5,-2.3,1034.2,1030.8,
182,2019-01-02 22:00,350,5,,10000,,7,7,,,,6,,,,3000,,,,4.5,-2,1034.1,1030.7,
182,2019-01-02 23:00,330,4,,10000,,7,7,,,,6,,,,3000,,,,4.3,-3.1,1034.5,1031.1,
182,2019-01-03 00:00,330,5,,10000,,7,7,,,,6,,,,3000,,,,4.5,-2.3,1034.3,1030.9,
182,2019-01-03 01:00,350,6,,10000,,7,7,,,,6,,,,3000,,,,4.6,-2,1034.3,1030.9,
182,2019-01-03 02:00,350,5,,10000,,7,7,,,,6,,,,3000,,,,4.6,-2.1,1034.5,1031.1,
182,2019-01-03 03:00,350,7,,10000,,7,7,,,,6,,,,3000,,,,4.5,-2.2,1034.6,1031.2,
182,2019-01-03 04:00,360,7,,10000,,7,7,,,,6,,,,3000,,,,4.5,-1.7,1034.5,1031.1,
182,2019-01-03 05:00,10,7,,10000,,7,7,,,,6,,,,3000,,,,4.3,-2.1,1034.3,1030.9,
182,2019-01-03 06:00,360,7,,10000,,7,7,,,,6,,,,3000,,,,4.1,-2.3,1034.7,1031.3,
182,2019-01-03 07:00,360,6,,10000,,7,7,,,,6,,,,3000,,,,4.1,-2.1,1035.2,1031.8,
182,2019-01-03 08:00,350,7,,10000,,7,7,,,,6,,,,3000,,,,4.4,-2.3,1035.3,1031.9,
182,2019-01-03 09:00,20,7,,10000,,6,6,,,,6,,,,3000,,,,4.6,-1.5,1036,1032.6,
182,2019-01-03 10:00,40,5,,10000,,6,6,,,,6,,,,3000,,,,4.8,-1.9,1036.7,1033.3,
182,2019-01-03 11:00,30,6,,10000,,7,7,,,,6,,,,2500,,,,4.8,-1.6,1036.6,1033.2,
182,2019-01-03 12:00,50,6,,10000,,7,7,,,,6,,,,2500,,,,5.2,-1.8,1035.7,1032.3,
182,2019-01-03 13:00,20,5,,10000,,4,4,,,,6,,,,3000,,,,5.7,-1.6,1034.9,1031.5,
182,2019-01-03 14:00,360,6,,10000,,0,,,,,,,,,,,,,6,-4.7,1034,1030.7,
182,2019-01-03 15:00,10,5,,10000,,0,,,,,,,,,,,,,6.2,-4.2,1033.4,1030.1,
182,2019-01-03 16:00,360,5,,10000,,0,,,,,,,,,,,,,6.5,-3.5,1033.8,1030.5,
182,2019-01-03 17:00,360,2,,10000,,0,,,,,,,,,,,,,6.3,-3.8,1033.5,1030.2,
182,2019-01-03 18:00,350,2,,10000,,0,,,,,,,,,,,,,5.5,-3.2,1034.1,1030.7,
182,2019-01-03 19:00,340,2,,10000,,0,,,,,,,,,,,,,4.8,-3.5,1034.4,1031,
182,2019-01-03 20:00,170,5,,10000,,0,,,,,,,,,,,,,4.2,-3.1,1034.2,1030.8,
182,2019-01-03 21:00,180,7,,10000,,0,,,,,,,,,,,,,4.2,-2.9,1034.2,1030.8,
182,2019-01-03 22:00,180,7,,10000,,0,,,,,,,,,,,,,3.7,-2.9,1034.1,1030.7,
182,2019-01-03 23:00,180,7,,10000,,0,,,,,,,,,,,,,3.1,-3,1033.7,1030.3,
182,2019-01-04 00:00,170,6,,10000,,0,,,,,,,,,,,,,3.1,-2.3,1033.8,1030.4,
182,2019-01-04 01:00,170,5,,10000,,1,1,,,,6,,,,2500,,,,3,-1.7,1033.5,1030.1,
182,2019-01-04 02:00,170,6,,10000,,1,1,,,,6,,,,2000,,,,2.3,-1.3,1033.4,1030,
182,2019-01-04 03:00,170,6,,10000,,0,,,,,,,,,,,,,2.2,-1,1032.9,1029.5,
182,2019-01-04 04:00,170,6,,10000,,0,,,,,,,,,,,,,2.2,-.9,1032.7,1029.3,
182,2019-01-04 05:00,180,7,,10000,,1,1,,,,6,,,,3000,,,,2.7,.3,1031.8,1028.4,
182,2019-01-04 06:00,170,6,,10000,,1,1,,,,6,,,,3000,,,,2.4,0,1031.1,1027.7,
182,2019-01-04 07:00,180,6,,10000,,6,6,,,,6,,,,2500,,,,3.1,.3,1032,1028.6,
182,2019-01-04 08:00,160,5,,10000,,6,6,,,,3,,,,8000,,,,5,1.2,1031.5,1028.1,
182,2019-01-04 09:00,140,3,,10000,,7,7,,,,3,,,,10000,,,,6.3,2.4,1030.5,1027.2,
182,2019-01-04 10:00,200,3,,10000,,7,7,,,,3,,,,10000,,,,7.4,2.2,1031.7,1028.4,
182,2019-01-04 11:00,230,4,,10000,,7,7,,,,3,,,,8000,,,,7.9,3,1032,1028.7,
182,2019-01-04 12:00,230,6,,10000,,7,5,7,,,6,3,,,2500,8000,,,8.6,3.2,1031.6,1028.3,
182,2019-01-04 13:00,270,5,,10000,,7,5,7,,,6,3,,,2500,8000,,,9.6,3.8,1030,1026.7,
182,2019-01-04 14:00,310,5,,10000,60,8,5,8,,,6,4,,,2500,8000,,,9.3,3.7,1029,1025.7,0
182,2019-01-04 15:00,330,4,,10000,60,8,5,8,,,6,4,,,2500,8000,,,8.7,3.8,1028.8,1025.5,0
182,2019-01-04 16:00,360,6,,10000,61,8,6,8,,,6,4,,,2000,8000,,,7.7,3.5,1028.8,1025.5,0
182,2019-01-04 17:00,350,5,,9000,61,8,2,6,8,,7,6,4,,1200,3000,8000,,6.3,4,1028.4,1025.1,1
182,2019-01-04 18:00,30,4,,10000,61,8,6,8,,,6,4,,,2000,8000,,,5.8,.7,1028.5,1025.2,.5
182,2019-01-04 19:00,320,1,,10000,61,8,5,8,,,6,4,,,2500,8000,,,5.9,1.1,1028.9,1025.6,0
182,2019-01-04 20:00,180,7,,10000,21,8,5,8,,,6,4,,,2500,8000,,,5.4,2.8,1028.6,1025.3,0
182,2019-01-04 21:00,180,7,,10000,61,8,5,8,,,6,4,,,2500,8000,,,5.5,3.1,1028.4,1025.1,0
182,2019-01-04 22:00,180,3,,10000,61,8,5,8,,,6,4,,,2000,8000,,,5.6,3.2,1028.2,1024.9,0
182,2019-01-04 23:00,180,5,,6000,61,8,1,6,8,,7,6,4,,1000,2000,8000,,5.2,4,1027.8,1024.5,.5
182,2019-01-05 00:00,170,6,,6000,60,8,1,6,8,,7,6,4,,1000,2000,8000,,5.5,4.4,1027.5,1024.2,0
182,2019-01-05 01:00,170,3,,8000,60,8,1,6,8,,7,6,4,,1000,2000,8000,,5.6,4.2,1027.4,1024.1,0
182,2019-01-05 02:00,210,3,,10000,60,8,6,8,,,6,4,,,2500,8000,,,5.8,3.8,1027.1,1023.8,0
182,2019-01-05 03:00,10,8,,10000,21,8,6,8,,,6,4,,,2500,10000,,,7,3.3,1027.1,1023.8,0
182,2019-01-05 04:00,20,8,,10000,61,8,6,8,,,6,4,,,2000,8000,,,6.9,3.1,1026.7,1023.4,0
182,2019-01-05 05:00,10,7,,10000,60,8,6,8,,,6,4,,,2000,8000,,,6.8,2.9,1026.5,1023.2,0
182,2019-01-05 06:00,20,6,,10000,60,8,6,8,,,6,4,,,2000,8000,,,6.8,2.9,1026.5,1023.2,0
182,2019-01-05 07:00,30,5,,8000,10,8,5,8,,,6,4,,,2500,8000,,,6.8,2.7,1026,1022.7,0
182,2019-01-05 08:00,30,5,,6000,10,7,5,7,,,6,3,,,2500,8000,,,7.1,2.1,1026.3,1023,
182,2019-01-05 09:00,20,7,,6000,10,7,5,7,,,6,3,,,3000,8000,,,7.4,1.3,1027.2,1023.9,
182,2019-01-05 10:00,20,9,,4000,5,7,5,7,,,6,3,,,2500,8000,,,7.5,1.6,1027.5,1024.2,
182,2019-01-05 11:00,20,7,,3500,5,7,5,7,,,6,3,,,2500,8000,,,7.4,2.5,1027.4,1024.1,
182,2019-01-05 12:00,20,6,,4000,5,7,5,7,,,6,3,,,2500,12000,,,7.7,1.9,1026.4,1023.1,
182,2019-01-05 13:00,360,7,,6000,5,6,6,,,,6,,,,2500,,,,7.8,1.8,1025.7,1022.4,
182,2019-01-05 14:00,350,5,,7000,5,4,4,,,,6,,,,2500,,,,7.9,.9,1025.4,1022.1,
182,2019-01-05 15:00,360,6,,8000,5,3,3,,,,6,,,,2500,,,,6.9,.9,1025.2,1021.9,
182,2019-01-05 16:00,330,5,,10000,,1,1,,,,6,,,,2500,,,,7,-.5,1025.1,1021.8,
182,2019-01-05 17:00,350,4,,10000,,0,,,,,,,,,,,,,6.6,-2.4,1025.2,1021.9,
182,2019-01-05 18:00,320,2,,10000,,1,1,,,,0,,,,20000,,,,6.1,-3,1024.9,1021.6,
182,2019-01-05 19:00,340,5,,10000,,0,,,,,,,,,,,,,6.3,-2.3,1026,1022.7,
182,2019-01-05 20:00,340,4,,10000,,0,,,,,,,,,,,,,5.9,-2.8,1026.3,1023,
182,2019-01-05 21:00,290,3,,10000,,0,,,,,,,,,,,,,4.4,-2.4,1026.4,1023.1,
182,2019-01-05 22:00,340,6,,10000,,4,4,,,,3,,,,12000,,,,5.7,-2.8,1026.3,1023,
182,2019-01-05 23:00,340,6,,10000,,4,4,,,,3,,,,14000,,,,5.5,-2,1026.1,1022.8,
182,2019-01-06 00:00,330,7,,10000,,6,6,,,,3,,,,15000,,,,5.4,-1.7,1026,1022.7,
182,2019-01-06 01:00,330,5,,10000,,6,6,,,,3,,,,12000,,,,5.2,-1.3,1026.1,1022.8,
182,2019-01-06 02:00,330,6,,10000,,5,1,5,,,6,3,,,3000,12000,,,5.2,-1.5,1027,1023.7,
